Offence;Region / City;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Trafficking of drugs, etc.;Fredensborg;1;2;0;3;34;4;0;2;2;6;2;1;1;0
Trafficking of drugs, etc.;Frederikssund;2;2;4;6;0;6;10;5;1;6;1;2;1;3
Trafficking of drugs, etc.;Furesø;2;1;0;1;1;1;0;2;0;4;5;1;3;1
Trafficking of drugs, etc.;Gribskov;6;3;1;1;3;1;2;3;3;2;0;5;4;4
Trafficking of drugs, etc.;Halsnæs;7;7;6;7;6;5;7;5;6;2;4;3;3;1
Trafficking of drugs, etc.;Helsingør;7;10;3;2;0;6;5;6;1;4;2;3;1;6
Trafficking of drugs, etc.;Hillerød;1;0;2;4;2;1;2;2;2;1;5;1;5;5
Trafficking of drugs, etc.;Hørsholm;0;0;3;0;0;3;2;5;5;0;2;0;0;3
Trafficking of drugs, etc.;Rudersdal;0;0;5;3;2;8;2;2;1;0;0;0;0;1
Trafficking of drugs, etc.;Bornholm;4;18;10;9;9;24;4;7;4;7;1;2;11;13
Trafficking of drugs, etc.;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Trafficking of drugs, etc.;Greve;2;14;4;2;7;3;3;4;2;2;3;2;6;2
Trafficking of drugs, etc.;Køge;1;4;2;14;4;2;4;5;9;4;4;3;3;5
Trafficking of drugs, etc.;Lejre;1;0;1;2;1;4;2;2;1;0;1;1;0;2
Trafficking of drugs, etc.;Roskilde;3;5;9;10;14;9;21;12;6;10;5;12;2;12
Trafficking of drugs, etc.;Solrød;2;1;0;0;1;2;1;1;3;10;3;2;1;4
Trafficking of drugs, etc.;Faxe;1;0;4;3;16;3;3;8;5;4;0;8;2;2
Trafficking of drugs, etc.;Guldborgsund;9;15;8;8;8;4;10;10;19;7;12;13;23;15
Trafficking of drugs, etc.;Holbæk;10;7;7;10;14;7;11;5;7;8;1;8;5;3
Trafficking of drugs, etc.;Kalundborg;3;7;5;3;3;3;6;5;5;4;4;3;4;7
Trafficking of drugs, etc.;Lolland;4;8;6;3;2;1;4;8;20;3;6;10;6;9
Trafficking of drugs, etc.;Næstved;4;6;11;3;6;18;2;7;10;6;8;6;15;12
Trafficking of drugs, etc.;Odsherred;0;0;1;6;3;4;2;7;5;2;6;1;4;5
Trafficking of drugs, etc.;Ringsted;3;0;0;0;5;2;1;3;3;2;3;2;3;6
Trafficking of drugs, etc.;Slagelse;16;8;12;12;10;17;12;12;14;14;10;2;13;27
Trafficking of drugs, etc.;Sorø;2;2;0;4;8;5;1;4;2;5;2;6;4;8
Trafficking of drugs, etc.;Stevns;1;0;1;2;2;1;0;0;1;3;0;0;1;2
Trafficking of drugs, etc.;Vordingborg;9;12;8;14;4;5;1;7;3;9;3;3;13;5
Trafficking of drugs, etc.;Assens;1;2;2;18;10;0;4;0;3;3;0;3;6;7
Trafficking of drugs, etc.;Faaborg-Midtfyn;6;6;14;21;24;18;5;9;6;0;8;5;5;8
Trafficking of drugs, etc.;Kerteminde;2;1;0;0;1;2;1;0;3;3;3;8;3;2
Trafficking of drugs, etc.;Langeland;0;0;1;2;0;0;0;1;1;1;1;2;13;0
Trafficking of drugs, etc.;Middelfart;0;5;2;14;1;2;6;4;2;0;7;6;5;4
Trafficking of drugs, etc.;Nordfyns;7;1;4;3;2;1;5;2;11;2;4;12;0;1
Trafficking of drugs, etc.;Nyborg;3;0;3;0;7;2;3;1;5;5;5;3;7;4
Trafficking of drugs, etc.;Odense;29;33;24;25;41;46;22;46;19;21;17;24;30;38
Trafficking of drugs, etc.;Svendborg;3;12;14;7;10;14;11;15;20;3;9;10;13;8
Trafficking of drugs, etc.;Ærø;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Trafficking of drugs, etc.;Billund;0;0;1;0;59;2;0;1;3;2;4;0;2;3
Trafficking of drugs, etc.;Esbjerg;56;15;27;39;29;16;41;28;8;15;25;37;30;45
Trafficking of drugs, etc.;Fanø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Trafficking of drugs, etc.;Fredericia;8;5;7;26;32;19;13;16;13;13;8;6;15;11
Trafficking of drugs, etc.;Haderslev;9;1;4;5;7;3;0;8;2;6;10;3;15;9
Trafficking of drugs, etc.;Kolding;33;31;4;9;11;10;31;12;13;3;18;13;22;17
Trafficking of drugs, etc.;Sønderborg;12;7;13;8;17;7;12;5;41;5;4;16;13;12
Trafficking of drugs, etc.;Tønder;3;3;2;6;6;2;7;4;1;2;1;2;6;6
Trafficking of drugs, etc.;Varde;1;3;7;17;1;4;7;5;4;4;2;2;6;5
Trafficking of drugs, etc.;Vejen;2;8;2;12;4;9;10;6;6;17;3;7;6;4
Trafficking of drugs, etc.;Vejle;2;10;8;15;64;11;8;22;15;19;9;12;16;16
Trafficking of drugs, etc.;Aabenraa;15;16;8;23;9;4;5;8;18;8;4;8;4;20
Trafficking of drugs, etc.;Favrskov;8;3;1;4;8;2;2;2;6;7;2;2;1;4
Trafficking of drugs, etc.;Hedensted;3;2;1;4;7;3;1;2;4;4;3;7;6;11
Trafficking of drugs, etc.;Horsens;11;6;2;9;11;23;20;9;13;10;12;25;29;36
Trafficking of drugs, etc.;Norddjurs;2;4;6;11;6;0;7;5;1;3;5;3;3;3
Trafficking of drugs, etc.;Odder;1;1;1;0;2;0;0;0;1;2;0;1;0;24
Trafficking of drugs, etc.;Randers;23;16;27;21;20;26;10;15;9;20;11;14;34;47
Trafficking of drugs, etc.;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Trafficking of drugs, etc.;Silkeborg;5;6;5;2;6;5;6;14;10;8;9;14;14;5
Trafficking of drugs, etc.;Skanderborg;2;0;2;3;8;4;7;2;0;3;7;4;2;4
Trafficking of drugs, etc.;Syddjurs;1;2;3;1;3;10;4;2;4;2;3;6;3;10
Trafficking of drugs, etc.;Aarhus;35;33;29;48;38;30;54;21;22;21;38;44;45;60
Trafficking of drugs, etc.;Herning;6;3;9;16;11;19;5;5;19;8;10;14;12;12
Trafficking of drugs, etc.;Holstebro;12;5;7;8;6;7;2;6;9;4;3;4;2;11
Trafficking of drugs, etc.;Ikast-Brande;0;1;1;0;4;3;1;3;3;1;3;3;21;5
Trafficking of drugs, etc.;Lemvig;2;1;1;3;1;0;0;0;2;0;0;0;0;3
Trafficking of drugs, etc.;Ringkøbing-Skjern;11;13;5;9;6;10;1;3;3;3;2;4;2;5
Trafficking of drugs, etc.;Skive;5;6;5;1;3;4;1;2;6;2;7;5;11;16
Trafficking of drugs, etc.;Struer;3;3;0;0;2;1;1;3;5;0;2;1;2;3
Trafficking of drugs, etc.;Viborg;7;10;10;16;12;6;4;4;6;5;6;17;11;20
Trafficking of drugs, etc.;Brønderslev;1;2;0;2;1;2;1;1;2;2;4;5;9;2
Trafficking of drugs, etc.;Frederikshavn;7;0;6;7;8;11;17;17;1;4;4;6;6;6
Trafficking of drugs, etc.;Hjørring;5;2;5;7;3;8;4;10;5;6;6;3;4;7
Trafficking of drugs, etc.;Jammerbugt;2;2;1;1;3;3;5;0;7;3;4;5;3;3
Trafficking of drugs, etc.;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Trafficking of drugs, etc.;Mariagerfjord;0;6;3;9;3;3;7;3;1;1;3;4;10;2
Trafficking of drugs, etc.;Morsø;1;2;3;8;4;1;4;1;2;1;0;3;3;4
Trafficking of drugs, etc.;Rebild;1;3;0;1;2;2;11;0;3;3;0;3;1;1
Trafficking of drugs, etc.;Thisted;6;6;6;4;6;1;3;1;2;4;2;9;8;8
Trafficking of drugs, etc.;Vesthimmerlands;2;4;3;2;4;4;7;19;2;4;2;6;2;1
Trafficking of drugs, etc.;Aalborg;38;28;14;13;30;26;46;25;21;30;40;30;40;49
Trafficking of drugs, etc.;Unknown municipality;82;41;40;78;63;29;49;92;126;43;80;160;77;137
Smuggling etc. of drugs;Copenhagen;25;19;9;11;22;9;26;20;24;7;3;20;32;41
Smuggling etc. of drugs;Frederiksberg;0;3;1;0;0;2;0;0;1;0;0;2;1;2
Smuggling etc. of drugs;Dragør;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Tårnby;23;26;34;14;23;37;42;53;18;19;19;18;24;5
Smuggling etc. of drugs;Albertslund;0;1;0;0;0;0;0;0;0;0;1;0;0;3
Smuggling etc. of drugs;Ballerup;0;0;0;0;0;0;0;0;0;0;0;0;2;0
Smuggling etc. of drugs;Brøndby;0;1;0;0;2;0;1;0;0;0;3;0;0;2
Smuggling etc. of drugs;Gentofte;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Gladsaxe;0;0;0;0;0;2;0;0;0;0;1;0;1;0
Smuggling etc. of drugs;Glostrup;1;0;0;1;0;0;8;0;0;0;0;0;0;0
Smuggling etc. of drugs;Herlev;1;0;0;1;1;1;0;0;0;0;1;1;0;0
Smuggling etc. of drugs;Hvidovre;0;0;0;0;0;2;2;1;0;3;0;6;3;1
Smuggling etc. of drugs;Høje-Taastrup;0;0;0;2;0;0;1;1;0;0;0;5;3;1
Smuggling etc. of drugs;Ishøj;0;1;0;2;0;0;0;2;1;0;0;2;0;1
Smuggling etc. of drugs;Lyngby-Taarbæk;0;1;0;0;0;0;1;1;0;0;0;0;0;0
Smuggling etc. of drugs;Rødovre;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Smuggling etc. of drugs;Vallensbæk;0;0;0;0;0;0;1;0;0;2;0;0;0;0
Smuggling etc. of drugs;Allerød;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Egedal;0;0;5;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Fredensborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Frederikssund;0;0;0;0;0;0;2;0;0;0;0;0;0;1
Smuggling etc. of drugs;Furesø;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Smuggling etc. of drugs;Gribskov;0;0;2;0;0;0;1;0;1;0;1;0;0;0
Smuggling etc. of drugs;Halsnæs;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Helsingør;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Smuggling etc. of drugs;Hillerød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Hørsholm;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Smuggling etc. of drugs;Rudersdal;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Bornholm;8;2;0;1;0;0;3;0;1;0;0;0;0;0
Smuggling etc. of drugs;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Greve;0;1;3;1;0;0;0;0;0;0;0;0;0;4
Smuggling etc. of drugs;Køge;3;2;0;0;0;0;0;0;0;1;0;0;0;0
Smuggling etc. of drugs;Lejre;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Roskilde;0;0;0;1;4;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Solrød;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Faxe;0;0;0;0;0;0;0;0;0;0;1;1;1;0
Smuggling etc. of drugs;Guldborgsund;0;0;1;1;0;0;2;0;6;3;1;5;9;3
Smuggling etc. of drugs;Holbæk;0;0;1;1;5;0;1;0;0;0;0;0;1;0
Smuggling etc. of drugs;Kalundborg;0;0;0;0;1;0;0;1;0;1;0;0;0;0
Smuggling etc. of drugs;Lolland;5;3;15;13;7;5;5;5;6;4;6;5;6;2
Smuggling etc. of drugs;Næstved;1;0;0;0;0;1;0;0;1;1;0;1;0;1
Smuggling etc. of drugs;Odsherred;0;0;0;3;0;0;0;1;0;0;0;0;0;0
Smuggling etc. of drugs;Ringsted;1;0;0;0;2;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Slagelse;0;2;0;0;3;3;1;1;0;0;2;0;0;12
Smuggling etc. of drugs;Sorø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Stevns;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Vordingborg;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Assens;0;0;0;0;1;2;0;0;1;0;1;0;0;0
Smuggling etc. of drugs;Faaborg-Midtfyn;0;0;0;0;0;3;0;1;0;0;0;0;1;2
Smuggling etc. of drugs;Kerteminde;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Langeland;0;0;0;0;0;0;0;0;0;1;2;0;1;0
Smuggling etc. of drugs;Middelfart;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Smuggling etc. of drugs;Nordfyns;0;0;0;0;0;0;2;1;0;0;0;1;0;0
Smuggling etc. of drugs;Nyborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Odense;2;1;1;2;7;5;2;2;0;1;1;2;0;0
Smuggling etc. of drugs;Svendborg;0;0;0;0;0;1;0;0;0;5;0;0;0;0
Smuggling etc. of drugs;Ærø;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Smuggling etc. of drugs;Billund;0;1;1;1;0;2;7;0;1;0;2;0;2;3
Smuggling etc. of drugs;Esbjerg;0;0;1;0;0;6;15;1;2;1;2;1;0;3
Smuggling etc. of drugs;Fanø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Fredericia;0;0;1;1;0;0;0;5;7;9;3;2;2;3
Smuggling etc. of drugs;Haderslev;0;0;1;1;0;0;1;0;4;0;2;0;0;1
Smuggling etc. of drugs;Kolding;0;2;0;0;2;1;0;3;0;3;1;0;1;1
Smuggling etc. of drugs;Sønderborg;0;0;0;0;1;1;2;0;0;0;1;0;0;0
Smuggling etc. of drugs;Tønder;1;0;0;1;0;0;0;0;0;4;0;2;3;2
Smuggling etc. of drugs;Varde;0;0;0;2;0;1;0;0;1;1;0;0;0;0
Smuggling etc. of drugs;Vejen;0;0;0;0;1;1;0;1;0;0;0;0;0;0
Smuggling etc. of drugs;Vejle;0;0;4;0;1;2;1;1;1;1;0;1;0;0
Smuggling etc. of drugs;Aabenraa;21;20;6;11;19;10;10;28;8;30;11;19;26;21
Smuggling etc. of drugs;Favrskov;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Hedensted;0;0;0;0;0;0;0;0;1;1;0;0;0;1
Smuggling etc. of drugs;Horsens;0;2;0;0;1;0;1;1;1;0;1;25;2;5
Smuggling etc. of drugs;Norddjurs;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Smuggling etc. of drugs;Odder;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Smuggling etc. of drugs;Randers;1;0;0;0;0;3;1;2;2;1;0;1;1;0
Smuggling etc. of drugs;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Silkeborg;0;0;2;3;1;1;0;0;0;0;0;0;1;0
Smuggling etc. of drugs;Skanderborg;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Syddjurs;0;1;0;0;1;0;0;1;0;0;0;0;0;1
Smuggling etc. of drugs;Aarhus;0;13;2;2;3;2;12;0;2;3;2;6;6;11
Smuggling etc. of drugs;Herning;0;0;0;1;0;0;0;0;0;0;0;0;0;2
Smuggling etc. of drugs;Holstebro;0;1;0;2;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Ikast-Brande;0;0;0;1;0;1;0;0;1;0;0;0;1;0
Smuggling etc. of drugs;Lemvig;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Ringkøbing-Skjern;0;5;0;0;0;0;0;0;1;0;1;0;0;0
Smuggling etc. of drugs;Skive;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Struer;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Viborg;2;0;0;0;0;0;0;0;1;0;0;0;0;0
Smuggling etc. of drugs;Brønderslev;0;5;1;0;0;1;1;0;0;0;0;0;0;0
Smuggling etc. of drugs;Frederikshavn;0;0;0;0;0;0;1;2;1;0;1;4;0;1
Smuggling etc. of drugs;Hjørring;0;1;2;0;2;1;0;0;0;0;0;2;0;0
Smuggling etc. of drugs;Jammerbugt;0;2;0;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Mariagerfjord;2;0;0;0;0;0;0;0;0;0;1;1;0;0
Smuggling etc. of drugs;Morsø;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Rebild;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Smuggling etc. of drugs;Thisted;0;0;0;0;0;0;0;0;2;0;2;0;0;0
Smuggling etc. of drugs;Vesthimmerlands;2;0;0;0;0;0;0;0;0;0;0;1;0;0
Smuggling etc. of drugs;Aalborg;0;0;0;0;0;2;2;2;1;1;5;0;4;1
Smuggling etc. of drugs;Unknown municipality;29;30;14;47;32;74;28;50;35;10;16;30;18;58
General public offences etc.;Copenhagen;9;62;98;100;86;69;52;47;57;65;102;95;74;88
General public offences etc.;Frederiksberg;0;1;6;8;8;9;5;9;6;5;5;4;6;8
General public offences etc.;Dragør;0;1;1;2;0;0;0;1;1;0;0;1;0;0
General public offences etc.;Tårnby;0;2;7;5;2;6;5;3;2;3;7;2;11;4
General public offences etc.;Albertslund;0;0;3;7;3;2;2;1;0;6;1;8;4;5
General public offences etc.;Ballerup;1;1;8;8;6;4;12;7;2;2;13;4;4;3
General public offences etc.;Brøndby;0;0;10;8;7;4;6;5;9;2;9;5;7;8
General public offences etc.;Gentofte;0;1;2;7;7;2;0;1;0;1;0;2;0;4
General public offences etc.;Gladsaxe;0;2;2;6;21;7;38;5;1;2;9;17;10;10
General public offences etc.;Glostrup;1;0;3;6;6;2;3;1;0;0;4;1;1;0
General public offences etc.;Herlev;0;0;3;7;6;3;1;2;1;1;1;3;4;4
General public offences etc.;Hvidovre;0;3;3;7;5;6;2;5;8;11;6;9;5;7
General public offences etc.;Høje-Taastrup;0;0;6;15;7;4;7;8;2;3;11;10;7;2
General public offences etc.;Ishøj;0;0;0;5;3;2;4;2;4;4;2;8;4;5
General public offences etc.;Lyngby-Taarbæk;1;1;3;2;1;0;0;2;1;2;2;2;1;0
General public offences etc.;Rødovre;0;1;3;2;12;1;1;0;2;5;9;8;5;6
General public offences etc.;Vallensbæk;0;0;1;3;2;0;1;9;2;1;1;0;4;1
General public offences etc.;Allerød;0;0;0;0;4;2;1;1;1;0;1;2;1;2
General public offences etc.;Egedal;0;1;3;4;2;0;1;1;1;4;0;0;2;0
General public offences etc.;Fredensborg;1;1;1;2;3;2;5;5;3;0;2;0;2;1
General public offences etc.;Frederikssund;0;0;1;4;0;4;1;1;1;3;6;0;1;2
General public offences etc.;Furesø;1;1;1;1;2;0;1;1;1;2;1;0;4;4
General public offences etc.;Gribskov;1;0;1;3;2;4;3;0;3;5;5;4;2;2
General public offences etc.;Halsnæs;0;0;0;1;1;3;3;1;0;1;1;2;2;5
General public offences etc.;Helsingør;1;1;5;6;6;6;2;3;0;4;4;5;2;3
General public offences etc.;Hillerød;1;0;1;4;1;9;4;1;1;1;4;2;3;5
General public offences etc.;Hørsholm;0;0;1;1;0;2;1;1;0;0;0;0;2;1
General public offences etc.;Rudersdal;0;0;3;2;5;0;0;5;1;3;4;4;3;2
General public offences etc.;Bornholm;0;1;4;1;3;8;1;0;1;2;0;2;4;2
General public offences etc.;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
General public offences etc.;Greve;1;2;6;6;5;1;7;7;2;3;2;3;8;3
General public offences etc.;Køge;0;1;2;7;11;5;8;2;1;8;6;1;0;5
General public offences etc.;Lejre;0;0;1;2;3;1;0;2;0;1;0;1;0;3
General public offences etc.;Roskilde;2;1;23;10;11;4;3;9;7;4;4;6;0;5
General public offences etc.;Solrød;0;0;1;0;2;0;1;3;0;2;3;0;0;0
General public offences etc.;Faxe;0;3;1;6;9;2;3;2;3;5;7;0;1;2
General public offences etc.;Guldborgsund;1;3;4;5;14;9;8;8;6;6;14;10;5;8
General public offences etc.;Holbæk;1;1;7;7;9;3;10;4;2;4;4;5;7;6
General public offences etc.;Kalundborg;0;2;0;9;4;5;6;5;2;7;3;7;7;6
General public offences etc.;Lolland;5;2;4;14;8;5;6;4;5;4;7;10;2;6
General public offences etc.;Næstved;0;1;8;8;13;5;5;11;8;9;12;9;6;8
General public offences etc.;Odsherred;0;1;2;12;28;3;4;1;2;0;2;5;3;2
General public offences etc.;Ringsted;0;1;2;2;2;1;3;4;1;1;7;2;6;4
General public offences etc.;Slagelse;0;1;5;9;11;4;2;7;8;6;10;6;8;12
General public offences etc.;Sorø;1;1;1;5;2;1;1;3;1;2;2;9;1;2
General public offences etc.;Stevns;0;2;1;2;2;1;2;0;0;1;0;0;0;0
General public offences etc.;Vordingborg;0;0;3;4;3;6;3;0;3;4;3;3;7;7
General public offences etc.;Assens;0;0;3;6;1;4;2;1;2;2;1;8;3;7
General public offences etc.;Faaborg-Midtfyn;0;0;1;0;4;4;2;1;4;1;2;4;5;16
General public offences etc.;Kerteminde;0;0;1;1;3;2;0;1;0;0;1;5;1;6
General public offences etc.;Langeland;0;0;1;3;0;3;0;0;1;1;1;4;3;0
General public offences etc.;Middelfart;0;1;6;8;3;1;1;2;1;0;3;0;0;2
General public offences etc.;Nordfyns;0;0;1;4;3;1;1;1;1;4;4;1;1;1
General public offences etc.;Nyborg;0;1;3;3;8;4;2;0;1;4;1;0;2;14
General public offences etc.;Odense;2;7;23;14;20;14;20;7;6;13;7;8;15;30
General public offences etc.;Svendborg;1;1;1;5;2;3;3;10;7;9;1;3;7;1
General public offences etc.;Ærø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
General public offences etc.;Billund;0;1;3;4;3;2;1;2;1;4;3;2;1;3
General public offences etc.;Esbjerg;1;1;7;10;16;19;2;8;3;5;13;11;3;8
General public offences etc.;Fanø;0;0;0;0;0;0;0;0;0;0;0;0;0;1
General public offences etc.;Fredericia;0;0;6;17;5;4;7;2;8;2;3;4;2;5
General public offences etc.;Haderslev;0;0;1;9;3;2;3;0;2;2;6;3;1;6
General public offences etc.;Kolding;0;6;7;11;3;6;7;8;4;0;5;5;3;1
General public offences etc.;Sønderborg;0;1;2;5;4;3;0;0;2;2;10;3;3;4
General public offences etc.;Tønder;0;0;3;7;2;0;0;1;2;1;2;0;4;5
General public offences etc.;Varde;0;3;1;10;8;6;3;1;1;2;1;2;3;2
General public offences etc.;Vejen;0;2;3;4;5;1;6;3;2;0;2;1;2;2
General public offences etc.;Vejle;1;0;6;10;5;11;6;3;5;7;7;4;3;3
General public offences etc.;Aabenraa;0;1;1;9;2;3;1;8;3;4;4;2;5;8
General public offences etc.;Favrskov;1;3;4;9;3;1;2;4;3;1;1;5;1;3
General public offences etc.;Hedensted;1;1;0;2;1;2;2;3;3;1;0;4;1;2
General public offences etc.;Horsens;0;2;4;6;10;9;11;9;1;1;3;0;12;2
General public offences etc.;Norddjurs;1;0;6;2;2;4;0;5;1;2;5;1;2;1
General public offences etc.;Odder;0;1;0;1;0;0;0;0;0;1;2;0;3;0
General public offences etc.;Randers;3;6;11;9;11;8;4;8;3;10;8;3;7;6
General public offences etc.;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
General public offences etc.;Silkeborg;1;0;3;9;0;4;1;4;2;1;3;2;3;1
General public offences etc.;Skanderborg;0;1;2;4;2;1;1;1;1;0;1;1;1;1
General public offences etc.;Syddjurs;0;0;7;2;4;6;7;2;7;1;4;1;1;2
General public offences etc.;Aarhus;3;12;18;14;19;16;20;22;10;61;32;12;36;14
General public offences etc.;Herning;0;2;2;3;5;1;4;1;3;2;5;5;0;10
General public offences etc.;Holstebro;1;0;1;1;4;0;3;2;0;2;3;2;1;4
General public offences etc.;Ikast-Brande;0;1;0;0;1;2;0;1;2;0;5;1;6;2
General public offences etc.;Lemvig;0;0;0;0;1;0;0;1;0;0;2;0;0;1
General public offences etc.;Ringkøbing-Skjern;1;0;1;0;1;2;1;1;1;0;0;1;1;0
General public offences etc.;Skive;0;0;0;2;4;1;1;1;1;0;0;0;4;3
General public offences etc.;Struer;0;0;1;0;0;1;0;1;2;0;1;0;0;1
General public offences etc.;Viborg;0;1;5;5;3;6;0;1;2;1;5;7;4;3
General public offences etc.;Brønderslev;0;0;2;4;4;1;2;1;0;1;5;5;4;2
General public offences etc.;Frederikshavn;0;0;4;0;0;1;7;0;0;1;5;0;1;1
General public offences etc.;Hjørring;0;2;3;5;1;2;0;2;1;0;2;1;4;2
General public offences etc.;Jammerbugt;0;0;5;1;1;2;0;0;3;0;0;6;0;2
General public offences etc.;Læsø;0;0;0;0;0;0;0;0;0;0;0;1;0;0
General public offences etc.;Mariagerfjord;0;1;4;4;1;4;0;2;6;2;1;0;5;0
General public offences etc.;Morsø;0;0;1;0;2;0;0;0;0;1;3;2;0;0
General public offences etc.;Rebild;0;0;7;2;2;3;1;1;0;17;1;3;1;1
General public offences etc.;Thisted;6;0;2;0;1;0;1;2;2;2;1;5;4;1
General public offences etc.;Vesthimmerlands;2;0;2;3;3;0;0;2;2;1;1;3;3;3
General public offences etc.;Aalborg;0;7;22;25;12;29;9;3;6;12;18;10;14;9
General public offences etc.;Unknown municipality;0;5;10;8;25;6;10;5;6;4;29;36;45;59
Illegal trade, etc.;Copenhagen;42;17;15;28;34;43;60;35;85;220;134;43;21;14
Illegal trade, etc.;Frederiksberg;0;0;0;0;1;0;2;1;1;5;7;2;0;0
Illegal trade, etc.;Dragør;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Tårnby;0;0;0;0;0;0;0;0;7;1;0;0;0;0
Illegal trade, etc.;Albertslund;0;0;0;1;0;0;0;0;0;1;1;1;0;0
Illegal trade, etc.;Ballerup;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Illegal trade, etc.;Brøndby;0;0;0;0;1;0;0;0;0;0;2;3;0;0
Illegal trade, etc.;Gentofte;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Gladsaxe;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Illegal trade, etc.;Glostrup;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Illegal trade, etc.;Herlev;0;0;0;0;0;0;0;0;0;1;1;0;0;0
Illegal trade, etc.;Hvidovre;0;0;0;0;0;0;0;0;0;1;1;2;0;0
Illegal trade, etc.;Høje-Taastrup;0;0;0;0;0;0;1;0;0;0;1;0;0;0
Illegal trade, etc.;Ishøj;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Illegal trade, etc.;Lyngby-Taarbæk;0;0;1;3;0;1;0;0;0;0;0;0;0;0
Illegal trade, etc.;Rødovre;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Vallensbæk;0;0;0;0;0;0;0;0;0;0;1;0;0;4
Illegal trade, etc.;Allerød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Egedal;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Fredensborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Frederikssund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Furesø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Gribskov;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Illegal trade, etc.;Halsnæs;0;0;0;0;0;0;0;0;0;0;0;0;3;3
